title,url,description,genres
Do Androids Dream of Electric Sheep?,https://www.goodreads.com/book/show/36402034-do-androids-dream-of-electric-sheep,"It was January 2021, and Rick Deckard had a license to kill. Somewhere among the hordes of humans out there, lurked several rogue androids. Deckard's assignment--find them and then...""retire"" them. Trouble was, the androids all looked exactly like humans, and they didn't want to be found!","['Science Fiction', 'Fiction', 'Dystopia', 'Cyberpunk', 'Science Fiction Fantasy', 'Fantasy', 'Classics', 'Novels', 'Speculative Fiction', 'American']"
The Very Hungry Caterpillar,https://www.goodreads.com/book/show/4948.The_Very_Hungry_Caterpillar,"THE all-time classic story, from generation to generation, sold somewhere in the world every 30 seconds! Have you shared it with a child or grandchild in your life?One sunny Sunday, the caterpillar was hatched out of a tiny egg. He was very hungry. On Monday, he ate through one apple; on Tuesday, he ate through three plums--and still he was hungry. When full at last, he made a cocoon around himself and went to sleep, to wake up a few weeks later wonderfully transformed into a butterfly!The brilliantly innovative Eric Carle has dramatized the story of one of Nature's commonest yet loveliest marvels, the metamorphosis of the butterfly. This audiobook will delight as well as instruct the very youngest listener.","['Picture Books', 'Childrens', 'Fiction', 'Animals', 'Classics', 'Food', 'Counting', 'Storytime', 'Kids', 'Mathematics']"
James and the Giant Peach,https://www.goodreads.com/book/show/6689.James_and_the_Giant_Peach,"James Henry Trotter lives with two ghastly hags. Aunt Sponge is enormously fat with a face that looks boiled and Aunt Spiker is bony and screeching. He's very lonely until one day something peculiar happens. . . At the end of the garden a peach starts to grow and GROW AND GROW. Inside that peach are seven very unusual insects - all waiting to take James on a magical adventure. But where will they go in their GIANT PEACH, and what will happen to the horrible aunts if they stand in their way? There's only one way to find out . . .","['Childrens', 'Fantasy', 'Fiction', 'Classics', 'Young Adult', 'Middle Grade', 'Adventure', 'Juvenile', 'Humor', 'Chapter Books']"
Island of the Blue Dolphins,https://www.goodreads.com/book/show/41044096-island-of-the-blue-dolphins,"In the Pacific there is an island that looks like a big fish sunning itself in the sea. Around it, blue dolphins swim, otters play, and sea elephants and sea birds abound. Once, Indians also lived on the island. And when they left and sailed to the east, one young girl was left behind. — This is the story of Karana, the Indian girl who lived alone for years on the Island of the Blue Dolphins. Year after year, she watched one season pass into another and waited for a ship to take her away. But while she waited, she kept herself alive by building shelter, making weapons, finding food, and fighting her enemies, the wild dogs. It is not only an unusual adventure of survival, but also a tale of natural beauty and personal discovery.","['Fiction', 'Young Adult', 'Historical Fiction', 'Childrens', 'Middle Grade', 'Adventure', 'School', 'Historical', 'Classics', 'Survival']"
2001: A Space Odyssey,https://www.goodreads.com/book/show/70535.2001,"On the Moon, an enigma is uncovered.So great are the implications of this discovery that for the first time men are sent out deep into our solar system.But long before their destination is reached, things begin to go horribly, inexplicably wrong...One of the greatest-selling science fiction novels of our time, this classic book will grip you to the very end.","['Science Fiction', 'Fiction', 'Classics', 'Science Fiction Fantasy', 'Space', 'Fantasy', 'Novels', 'Audiobook', 'Literature', 'Speculative Fiction']"
The Spy Who Came In from the Cold,https://www.goodreads.com/book/show/19494.The_Spy_Who_Came_In_from_the_Cold,"In this classic, John le Carre's third novel and the first to earn him international acclaim, he created a world unlike any previously experienced in suspense fiction. With unsurpassed knowledge culled from his years in British Intelligence, le Carre brings to light the shadowy dealings of international espionage in the tale of a British agent who longs to end his career but undertakes one final, bone-chilling assignment. When the last agent under his command is killed and Alec Leamas is called back to London, he hopes to come in from the cold for good. His spymaster, Control, however, has other plans. Determined to bring down the head of East German Intelligence and topple his organization, Control once more sends Leamas into the fray -- this time to play the part of the dishonored spy and lure the enemy to his ultimate defeat.","['Fiction', 'Thriller', 'Mystery', 'Espionage', 'Classics', 'Mystery Thriller', 'Novels', 'Crime', 'Historical Fiction', 'Suspense']"
Stranger in a Strange Land,https://www.goodreads.com/book/show/350.Stranger_in_a_Strange_Land,"NAME: Valentine Michael SmithANCESTRY: HumanORIGIN: MarsValentine Michael Smith is a human being raised on Mars, newly returned to Earth. Among his people for the first time, he struggles to understand the social mores and prejudices of human nature that are so alien to him, while teaching them his own fundamental beliefs in grokking, watersharing, and love.","['Science Fiction', 'Fiction', 'Classics', 'Science Fiction Fantasy', 'Fantasy', 'Novels', 'Speculative Fiction', 'Philosophy', 'Audiobook', 'Religion']"
One Day in the Life of Ivan Denisovich,https://www.goodreads.com/book/show/17125.One_Day_in_the_Life_of_Ivan_Denisovich,"The only English translation authorized by Aleksandr SolzhenitsynFirst published in the Soviet journal Novy Mir in 1962, One Day in the Life of Ivan Denisovich stands as a classic of contemporary literature. The story of labor-camp inmate Ivan Denisovich Shukhov, it graphically describes his struggle to maintain his dignity in the face of communist oppression. An unforgettable portrait of the entire world of Stalin's forced work camps, One Day in the Life of Ivan Denisovich is one of the most extraordinary literary documents to have emerged from the Soviet Union and confirms Solzhenitsyn's stature as ""a literary genius whose talent matches that of Dosotevsky, Turgenev, Tolstoy""--Harrison SalisburyThis unexpurgated 1991 translation by H. T. Willetts is the only authorized edition available, and fully captures the power and beauty of the original Russian.","['Fiction', 'Classics', 'Russia', 'Historical Fiction', 'Russian Literature', 'Literature', 'Novels']"
The Phantom Tollbooth,https://www.goodreads.com/book/show/378.The_Phantom_Tollbooth,"Librarian's Note: For an alternate cover edition of the same ISBN, click here.This beloved story -first published more than fifty years ago- introduces readers to Milo and his adventures in the Lands Beyond.For Milo, everything’s a bore. When a tollbooth mysteriously appears in his room, he drives through only because he’s got nothing better to do. But on the other side, things seem different. Milo visits the Island of Conclusions (you get there by jumping), learns about time from a ticking watchdog named Tock, and even embarks on a quest to rescue Rhyme and Reason! Somewhere along the way, Milo realizes something astonishing. Life is far from dull. In fact, it’s exciting beyond his wildest dreams. . . .","['Fantasy', 'Fiction', 'Classics', 'Childrens', 'Young Adult', 'Middle Grade', 'Adventure', 'Humor', 'School', 'Juvenile']"
Something Wicked This Way Comes,https://www.goodreads.com/book/show/248596.Something_Wicked_This_Way_Comes,"One of Ray Bradbury’s best-known and most popular novels, Something Wicked This Way Comes, now featuring a new introduction and material about its longstanding influence on culture and genre.For those who still dream and remember, for those yet to experience the hypnotic power of its dark poetry, step inside. The show is about to begin. Cooger & Dark’s Pandemonium Shadow Show has come to Green Town, Illinois, to destroy every life touched by its strange and sinister mystery. The carnival rolls in sometime after midnight, ushering in Halloween a week early. A calliope’s shrill siren song beckons to all with a seductive promise of dreams and youth regained. Two boys will discover the secret of its smoke, mazes, and mirrors; two friends who will soon know all too well the heavy cost of wishes…and the stuff of nightmares.Few novels have endured in the heart and memory as has Ray Bradbury’s unparalleled literary masterpiece . Scary and suspenseful, it is a timeless classic in the American canon.","['Horror', 'Fantasy', 'Fiction', 'Classics', 'Science Fiction', 'Young Adult', 'Halloween']"
A Wizard of Earthsea,https://www.goodreads.com/book/show/13642.A_Wizard_of_Earthsea,"Ged, the greatest sorcerer in all Earthsea, was called Sparrowhawk in his reckless youth.Hungry for power and knowledge, Sparrowhawk tampered with long-held secrets and loosed a terrible shadow upon the world. This is the tale of his testing, how he mastered the mighty words of power, tamed an ancient dragon, and crossed death's threshold to restore the balance.","['Fantasy', 'Fiction', 'Young Adult', 'Science Fiction Fantasy', 'Magic', 'High Fantasy', 'Science Fiction', 'Adventure', 'Audiobook', 'Classics']"
The Left Hand of Darkness,https://www.goodreads.com/book/show/18423.The_Left_Hand_of_Darkness,"A groundbreaking work of science fiction, The Left Hand of Darkness tells the story of a lone human emissary to Winter, an alien world whose inhabitants spend most of their time without a gender. His goal is to facilitate Winter's inclusion in a growing intergalactic civilization. But to do so he must bridge the gulf between his own views and those of the completely dissimilar culture that he encounters.Embracing the aspects of psychology, society, and human emotion on an alien world, stands as a landmark achievement in the annals of intellectual science fiction.","['Science Fiction', 'Fiction', 'Fantasy', 'Classics', 'Science Fiction Fantasy', 'Speculative Fiction', 'Feminism', 'Queer', 'Novels', 'LGBT']"
Where the Red Fern Grows,https://www.goodreads.com/book/show/10365.Where_the_Red_Fern_Grows,"Billy, Old Dan, and Little Ann—a boy and his two dogs...A loving threesome, they ranged the dark hills and river bottoms of Cherokee County. Old Dan had the brawn, Little Ann had the brains—and Billy had the will to train them to be the finest hunting team in the valley. Glory and victory were coming to them, but sadness waited too. And close by was the strange and wonderful power that's only found...—An exciting tale of love and adventure you'll never forget.(from the back cover)","['Classics', 'Fiction', 'Young Adult', 'Childrens', 'Middle Grade', 'Historical Fiction', 'Animals', 'School', 'Realistic Fiction', 'Read For School']"
From the Mixed-Up Files of Mrs. Basil E. Frankweiler,https://www.goodreads.com/book/show/3980.From_the_Mixed_Up_Files_of_Mrs_Basil_E_Frankweiler,"Winner of the 1968 Newbery MedalWhen Claudia decided to run away, she planned very carefully. She would be gone just long enough to teach her parents a lesson in Claudia appreciation. And she would go in comfort - she would live at the Metropolitan Museum of Art. She saved her money, and she invited her brother Jamie to go, mostly because he was a miser and would have money.Claudia was a good organizer and Jamie had some ideas, too; so the two took up residence at the museum right on schedule. But once the fun of settling in was over, Claudia had two unexpected problems: She felt just the same, and she wanted to feel different; and she found a statue at the Museum so beautiful she could not go home until she had discovered its maker, a question that baffled the experts, too.The former owner of the statue was Mrs. Basil E. Frankweiler. Without her - well, without her, Claudia might never have found a way to go home.","['Fiction', 'Childrens', 'Young Adult', 'Middle Grade', 'Mystery', 'Classics', 'Realistic Fiction', 'Adventure', 'Juvenile', 'School']"
Rosencrantz and Guildenstern Are Dead,https://www.goodreads.com/book/show/18545.Rosencrantz_and_Guildenstern_Are_Dead,"Hamlet told from the worm's-eye view of two minor characters, bewildered Rosencrantz and Guildenstern. Echoes of Waiting for Godot resound, reality and illusion mix, and where fate leads heroes to a tragic but inevitable end.","['Plays', 'Classics', 'Fiction', 'Drama', 'Theatre', 'Humor', 'School', 'Literature', 'High School', 'Comedy']"
We Have Always Lived in the Castle,https://www.goodreads.com/book/show/89724.We_Have_Always_Lived_in_the_Castle,"Shirley Jackson’s beloved gothic tale of a peculiar girl named Merricat and her family’s dark secretTaking readers deep into a labyrinth of dark neurosis, We Have Always Lived in the Castle is a deliciously unsettling novel about a perverse, isolated, and possibly murderous family and the struggle that ensues when a cousin arrives at their estate. This edition features a new introduction by Jonathan Lethem.","['Horror', 'Fiction', 'Gothic', 'Mystery', 'Audiobook', 'Thriller', 'Classics', 'Mystery Thriller', 'Adult', 'Novels']"
I Know Why the Caged Bird Sings,https://www.goodreads.com/book/show/13214.I_Know_Why_the_Caged_Bird_Sings,"Maya Angelou’s debut memoir is a modern American classic beloved worldwide. Her life story is told in the documentary film And Still I Rise, as seen on PBS’s American Masters.Here is a book as joyous and painful, as mysterious and memorable, as childhood itself. I Know Why the Caged Bird Sings captures the longing of lonely children, the brute insult of bigotry, and the wonder of words that can make the world right. Maya Angelou’s debut memoir is a modern American classic beloved worldwide.Sent by their mother to live with their devout, self-sufficient grandmother in a small Southern town, Maya and her brother, Bailey, endure the ache of abandonment and the prejudice of the local “powhitetrash.” At eight years old and back at her mother’s side in St. Louis, Maya is attacked by a man many times her age—and has to live with the consequences for a lifetime. Years later, in San Francisco, Maya learns that love for herself, the kindness of others, her own strong spirit, and the ideas of great authors (“I met and fell in love with William Shakespeare”) will allow her to be free instead of imprisoned.Poetic and powerful, will touch hearts and change minds for as long as people read.","['Nonfiction', 'Classics', 'Memoir', 'Biography', 'Autobiography', 'Poetry', 'Feminism', 'Biography Memoir', 'African American', 'Race']"
Franny and Zooey,https://www.goodreads.com/book/show/5113.Franny_and_Zooey,"‘Everything everybody does is so—I don’t know—not wrong, or even mean, or even stupid necessarily. But just so tiny and meaningless and—sad-making. And the worst part is, if you go bohemian or something crazy like that, you’re conforming just as much only in a different way.’First published in The New Yorker as two sequential stories, ‘Franny’ and ‘Zooey’ offer a dual portrait of the two youngest members of J. D. Salinger’s fictional Glass family.Franny Glass is a pretty, effervescent college student on a date with her intellectually confident boyfriend, Lane. They appear to be the perfect couple, but as they struggle to communicate with each other about the things they really care about, slowly their true feelings come to the surface. The second story in this book, ‘Zooey’, plunges us into the world of her ethereal, sophisticated family. When Franny’s emotional and spiritual doubts reach new heights, her older brother Zooey, a misanthropic former child genius, offers her consolation and brotherly advice.Written in Salinger’s typically irreverent style, these two stories offer a touching snapshot of the distraught mindset of early adulthood and are full of the insightful emotional observations and witty turns of phrase that have helped make Salinger’s reputation what it is today.","['Fiction', 'Short Stories', 'Literature', 'Classics', 'American', 'Novels', 'Literary Fiction', '20th Century', 'Modern Classics', 'Adult Fiction']"
Rosemary’s Baby,https://www.goodreads.com/book/show/228296.Rosemary_s_Baby,"Suppose you were an up-to-date young wife who moved into an old and elegant New York apartment house with a rather strange past.Suppose that only after you became pregnant did you begin to suspect the building harbored a diabolically evil group of devil worshippers who had mastered the arts of black magic and witchcraft.Suppose that this satanic conspiracy set out to claim not only your husband but your baby.Well, that's what happened to Rosemary... Or did it...?","['Horror', 'Fiction', 'Classics', 'Thriller', 'Mystery', 'Fantasy', 'Paranormal', 'Audiobook', 'Supernatural', 'Suspense']"
The Autobiography of Malcolm X,https://www.goodreads.com/book/show/92057.The_Autobiography_of_Malcolm_X,"Alternate cover for ISBN 9780345350688Through a life of passion and struggle, Malcolm X became one of the most influential figures of the 20th Century. In this riveting account, he tells of his journey from a prison cell to Mecca, describing his transition from hoodlum to Muslim minister. Here, the man who called himself ""the angriest Black man in America"" relates how his conversion to true Islam helped him confront his rage and recognize the brotherhood of all mankind.An established classic of modern America, ""The Autobiography of Malcolm X"" was hailed by the New York Times as ""Extraordinary. A brilliant, painful, important book."" Still extraordinary, still important, this electrifying story has transformed Malcolm X's life into his legacy. The strength of his words, and the power of his ideas continue to resonate more than a generation after they first appeared.","['Nonfiction', 'Biography', 'History', 'Memoir', 'Autobiography', 'Race', 'Classics', 'Biography Memoir', 'African American', 'Social Justice']"
Revolutionary Road,https://www.goodreads.com/book/show/48328.Revolutionary_Road,"In the hopeful 1950s, Frank and April Wheeler appear to be a model American couple: bright, beautiful, talented, with two young children and a starter home in the suburbs. Perhaps they married too young and started a family too early. Maybe Frank's job is dull. And April never saw herself as a housewife. Yet they have always lived on the assumption that greatness is only just around the corner. But now that certainty is now about to crumble. With heartbreaking compassion and remorseless clarity, Richard Yates shows how Frank and April mortgage their spiritual birthright, betraying not only each other, but their best selves.","['Fiction', 'Classics', 'Historical Fiction', 'Novels', 'American', 'Literary Fiction', 'Literature', 'Contemporary', 'The United States Of America', 'Modern Classics']"
Valley of the Dolls,https://www.goodreads.com/book/show/581811.Valley_of_the_Dolls,"Dolls: red or black; capsules or tablets; washed down with vodka or swallowed straight-for Anne, Neely, and Jennifer, it doesn't matter, as long as the pill bottle is within easy reach. These three women become best friends when they are young and struggling in New York City and then climb to the top of the entertainment industry -- only to find that there is no place left to go but down -- into the Valley of the Dolls.","['Fiction', 'Classics', 'Chick Lit', 'Romance', 'Contemporary', 'Novels', 'Historical Fiction', 'Adult', 'New York', 'Adult Fiction']"
